sets
    j        periodos de programacao          /1*5/
    i        indice dos pedidos              /1*100/
    w        indice dos estagios produtivos  /1*3/
    ;

    Parameters

    beta
    /0.0/
    tau(i)   custo diario de atraso do pedido i
/
1	5
2	7
3	9
4	8
5	6
6	9
7	9
8	6
9	9
10	8
11	8
12	8
13	6
14	9
15	8
16	8
17	5
18	5
19	5
20	8
21	9
22	6
23	7
24	5
25	6
26	6
27	8
28	6
29	6
30	9
31	6
32	5
33	5
34	9
35	5
36	7
37	5
38	9
39	8
40	8
41	5
42	8
43	9
44	6
45	6
46	5
47	6
48	6
49	5
50	7
51	5
52	7
53	8
54	6
55	8
56	6
57	5
58	7
59	9
60	9
61	7
62	5
63	6
64	5
65	5
66	6
67	6
68	9
69	9
70	5
71	7
72	9
73	8
74	6
75	9
76	8
77	9
78	9
79	5
80	6
81	5
82	6
83	8
84	7
85	9
86	7
87	7
88	8
89	8
90	7
91	5
92	8
93	6
94	7
95	7
96	6
97	8
98	7
99	8
100	8
/

upsilon(w)       custo de operacao do setor produtivo w
/
1	7
2	6
3	3
/

d(i)     data de entrega de i
/
1	4
2	3
3	3
4	4
5	3
6	3
7	3
8	4
9	4
10	3
11	4
12	4
13	3
14	4
15	3
16	4
17	4
18	3
19	3
20	3
21	3
22	3
23	3
24	3
25	4
26	4
27	3
28	4
29	4
30	4
31	3
32	3
33	3
34	4
35	3
36	3
37	3
38	3
39	4
40	3
41	3
42	4
43	3
44	4
45	4
46	4
47	4
48	3
49	3
50	3
51	3
52	4
53	3
54	3
55	4
56	3
57	3
58	3
59	4
60	4
61	4
62	3
63	3
64	4
65	3
66	4
67	4
68	4
69	4
70	3
71	3
72	3
73	3
74	4
75	3
76	4
77	4
78	4
79	3
80	3
81	3
82	3
83	4
84	4
85	3
86	3
87	4
88	4
89	4
90	3
91	4
92	4
93	3
94	3
95	4
96	4
97	4
98	3
99	3
100	4
/
;
Table TP(i,w)    Tempo de processamento de i em w
         1        2        3        
1        300      664      1192     
2        1148     1189     623      
3        379      685      473      
4        1176     715      1032     
5        551      919      618      
6        557      615      1018     
7        552      448      770      
8        995      317      943      
9        312      640      897      
10       1096     1191     1028     
11       858      1165     590      
12       509      1166     1177     
13       1050     960      1024     
14       709      826      1026     
15       964      712      1160     
16       532      899      301      
17       771      858      1127     
18       762      800      1199     
19       705      495      693      
20       536      342      718      
21       690      1133     1008     
22       1044     891      561      
23       626      618      863      
24       623      1021     303      
25       715      1147     489      
26       410      1035     460      
27       439      389      389      
28       867      666      971      
29       640      860      862      
30       404      913      724      
31       504      996      346      
32       418      654      1074     
33       1009     460      906      
34       1182     805      762      
35       382      654      732      
36       1026     548      386      
37       392      833      635      
38       1076     374      512      
39       530      556      864      
40       853      571      1161     
41       524      1079     796      
42       552      906      350      
43       612      725      755      
44       373      1061     938      
45       1164     578      357      
46       407      852      532      
47       519      759      545      
48       770      978      687      
49       878      1182     505      
50       670      562      377      
51       846      409      441      
52       938      599      1033     
53       715      349      342      
54       498      873      827      
55       661      1162     1171     
56       472      921      480      
57       1078     913      670      
58       1003     1023     398      
59       1138     537      339      
60       1183     884      1034     
61       531      588      682      
62       959      955      1124     
63       742      490      302      
64       578      412      972      
65       1101     609      1079     
66       1163     790      596      
67       726      525      772      
68       945      1157     338      
69       914      673      786      
70       958      318      1120     
71       749      446      314      
72       512      1105     946      
73       1150     595      879      
74       857      1043     528      
75       1096     492      504      
76       1188     682      1186     
77       803      987      1108     
78       435      390      1050     
79       796      620      844      
80       856      1164     584      
81       902      306      831      
82       915      831      1000     
83       417      355      558      
84       1143     698      986      
85       469      682      765      
86       602      772      1077     
87       621      1051     388      
88       518      593      1155     
89       851      354      819      
90       988      493      609      
91       301      339      735      
92       990      1162     693      
93       994      581      355      
94       571      1172     684      
95       794      403      658      
96       870      842      520      
97       342      601      796      
98       911      435      902      
99       803      1155     575      
100      1188     892      391      
;



Table CP(j,w)    Capacidade produtiva de w em j
         1        2        3        
1        23040    23040    23040    
2        23040    23040    23040    
3        23040    23040    23040    
4        23040    23040    23040    
5        23040    23040    23040    
;



