sets
    j        periodos de programacao          /1*11/
    i        indice dos pedidos              /1*300/
    w        indice dos estagios produtivos  /1*7/
    ;

    Parameters

    beta
    /0.0/
    tau(i)   custo diario de atraso do pedido i
/
1	5
2	5
3	7
4	6
5	7
6	7
7	9
8	9
9	8
10	7
11	6
12	5
13	7
14	9
15	5
16	8
17	9
18	6
19	5
20	7
21	9
22	6
23	7
24	6
25	7
26	9
27	5
28	9
29	6
30	9
31	5
32	9
33	9
34	6
35	8
36	5
37	7
38	6
39	6
40	5
41	6
42	9
43	9
44	8
45	7
46	7
47	6
48	8
49	9
50	5
51	6
52	5
53	7
54	5
55	9
56	6
57	6
58	6
59	5
60	9
61	9
62	7
63	7
64	5
65	9
66	5
67	6
68	8
69	5
70	8
71	8
72	6
73	5
74	5
75	9
76	8
77	5
78	8
79	8
80	5
81	7
82	5
83	8
84	8
85	8
86	5
87	7
88	7
89	6
90	8
91	5
92	5
93	7
94	6
95	5
96	6
97	8
98	7
99	9
100	5
101	7
102	7
103	6
104	7
105	7
106	7
107	9
108	6
109	8
110	8
111	7
112	6
113	7
114	6
115	8
116	5
117	8
118	9
119	9
120	9
121	7
122	9
123	7
124	8
125	6
126	9
127	6
128	6
129	9
130	7
131	8
132	5
133	9
134	8
135	5
136	6
137	6
138	8
139	5
140	8
141	9
142	5
143	9
144	8
145	5
146	9
147	5
148	6
149	9
150	8
151	9
152	5
153	6
154	9
155	6
156	9
157	7
158	5
159	7
160	8
161	9
162	6
163	8
164	8
165	9
166	5
167	7
168	7
169	7
170	5
171	9
172	9
173	5
174	8
175	9
176	6
177	5
178	9
179	5
180	8
181	8
182	8
183	8
184	5
185	7
186	6
187	7
188	8
189	5
190	7
191	5
192	6
193	5
194	5
195	7
196	9
197	7
198	8
199	5
200	8
201	7
202	6
203	5
204	9
205	8
206	5
207	6
208	6
209	6
210	6
211	7
212	8
213	8
214	5
215	7
216	8
217	7
218	6
219	9
220	7
221	7
222	6
223	9
224	9
225	9
226	6
227	6
228	5
229	5
230	7
231	8
232	8
233	6
234	8
235	7
236	8
237	7
238	8
239	8
240	7
241	5
242	5
243	7
244	6
245	6
246	9
247	5
248	5
249	8
250	6
251	6
252	9
253	6
254	6
255	9
256	8
257	9
258	9
259	6
260	8
261	7
262	6
263	9
264	6
265	6
266	5
267	9
268	8
269	5
270	5
271	7
272	9
273	6
274	6
275	8
276	9
277	9
278	7
279	7
280	5
281	9
282	6
283	6
284	5
285	9
286	8
287	5
288	6
289	8
290	5
291	7
292	5
293	6
294	5
295	8
296	6
297	7
298	6
299	9
300	6
/

upsilon(w)       custo de operacao do setor produtivo w
/
1	1
2	7
3	2
4	9
5	6
6	4
7	7
/

d(i)     data de entrega de i
/
1	8
2	7
3	8
4	10
5	10
6	10
7	8
8	7
9	7
10	8
11	10
12	7
13	7
14	10
15	9
16	7
17	10
18	9
19	7
20	7
21	7
22	8
23	10
24	9
25	9
26	7
27	7
28	9
29	10
30	10
31	8
32	10
33	9
34	8
35	10
36	7
37	7
38	8
39	9
40	9
41	8
42	7
43	8
44	7
45	9
46	8
47	8
48	7
49	10
50	7
51	10
52	8
53	8
54	10
55	9
56	8
57	8
58	8
59	8
60	8
61	9
62	10
63	9
64	10
65	9
66	7
67	7
68	10
69	10
70	9
71	9
72	8
73	8
74	7
75	8
76	10
77	10
78	9
79	9
80	10
81	10
82	10
83	9
84	8
85	10
86	7
87	7
88	9
89	8
90	10
91	9
92	7
93	9
94	9
95	10
96	10
97	10
98	7
99	10
100	9
101	8
102	7
103	9
104	9
105	10
106	10
107	10
108	9
109	8
110	9
111	10
112	7
113	9
114	7
115	7
116	10
117	9
118	9
119	8
120	10
121	8
122	9
123	9
124	8
125	7
126	8
127	10
128	9
129	10
130	8
131	9
132	7
133	8
134	8
135	10
136	9
137	7
138	8
139	7
140	9
141	10
142	9
143	10
144	7
145	10
146	9
147	8
148	9
149	10
150	7
151	8
152	7
153	10
154	7
155	10
156	7
157	7
158	9
159	7
160	10
161	10
162	10
163	7
164	7
165	10
166	9
167	9
168	7
169	7
170	8
171	7
172	8
173	7
174	9
175	7
176	8
177	9
178	10
179	8
180	7
181	8
182	10
183	9
184	10
185	10
186	8
187	8
188	8
189	9
190	8
191	10
192	9
193	8
194	9
195	9
196	10
197	7
198	7
199	8
200	8
201	8
202	8
203	7
204	10
205	9
206	7
207	9
208	9
209	8
210	9
211	7
212	9
213	10
214	8
215	8
216	8
217	10
218	7
219	9
220	9
221	8
222	9
223	10
224	7
225	8
226	10
227	8
228	10
229	8
230	7
231	8
232	9
233	7
234	7
235	7
236	7
237	9
238	10
239	8
240	7
241	8
242	8
243	7
244	7
245	9
246	10
247	10
248	8
249	7
250	10
251	10
252	10
253	9
254	9
255	7
256	10
257	8
258	10
259	9
260	8
261	9
262	10
263	9
264	8
265	8
266	10
267	10
268	9
269	9
270	7
271	8
272	9
273	7
274	9
275	10
276	10
277	8
278	7
279	7
280	7
281	9
282	8
283	10
284	8
285	10
286	8
287	10
288	9
289	7
290	10
291	10
292	9
293	7
294	10
295	8
296	8
297	10
298	9
299	9
