sets
    j        periodos de programacao          /1*5/
    i        indice dos pedidos              /1*200/
    w        indice dos estagios produtivos  /1*3/
    ;

    Parameters

    beta
    /0.0/
    tau(i)   custo diario de atraso do pedido i
/
1	5
2	8
3	9
4	5
5	9
6	7
7	5
8	8
9	8
10	6
11	9
12	7
13	5
14	9
15	5
16	5
17	6
18	8
19	5
20	6
21	6
22	9
23	7
24	8
25	7
26	9
27	9
28	9
29	6
30	6
31	7
32	9
33	5
34	9
35	8
36	6
37	8
38	6
39	8
40	9
41	6
42	8
43	5
44	7
45	7
46	6
47	6
48	6
49	9
50	5
51	5
52	5
53	5
54	9
55	9
56	9
57	6
58	9
59	7
60	8
61	8
62	7
63	9
64	7
65	8
66	5
67	6
68	5
69	5
70	9
71	8
72	9
73	6
74	9
75	7
76	7
77	9
78	7
79	6
80	8
81	9
82	5
83	6
84	5
85	8
86	7
87	6
88	9
89	8
90	9
91	5
92	8
93	9
94	5
95	7
96	8
97	6
98	7
99	7
100	7
101	9
102	6
103	5
104	7
105	7
106	8
107	8
108	7
109	9
110	8
111	9
112	9
113	8
114	6
115	8
116	5
117	8
118	9
119	7
120	8
121	9
122	8
123	6
124	5
125	6
126	6
127	9
128	8
129	7
130	5
131	6
132	5
133	8
134	9
135	8
136	7
137	5
138	5
139	8
140	9
141	5
142	9
143	7
144	7
145	6
146	9
147	5
148	5
149	9
150	7
151	6
152	8
153	7
154	7
155	7
156	6
157	5
158	7
159	6
160	9
161	5
162	5
163	9
164	8
165	6
166	5
167	5
168	6
169	9
170	5
171	7
172	5
173	9
174	5
175	6
176	6
177	5
178	5
179	7
180	8
181	7
182	5
183	7
184	7
185	7
186	8
187	6
188	6
189	5
190	5
191	7
192	6
193	6
194	8
195	5
196	5
197	7
198	6
199	7
200	5
/

upsilon(w)       custo de operacao do setor produtivo w
/
1	2
2	1
3	3
/

d(i)     data de entrega de i
/
1	3
2	4
3	3
4	4
5	3
6	4
7	3
8	3
9	3
10	4
11	4
12	4
13	3
14	3
15	3
16	4
17	4
18	3
19	3
20	3
21	3
22	4
23	4
24	4
25	3
26	4
27	3
28	4
29	4
30	4
31	3
32	3
33	4
34	3
35	3
36	3
37	4
38	3
39	3
40	3
41	4
42	3
43	3
44	4
45	3
46	3
47	4
48	4
49	3
50	3
51	3
52	4
53	4
54	4
55	4
56	4
57	3
58	4
59	4
60	4
61	4
62	4
63	3
64	4
65	3
66	4
67	4
68	3
69	4
70	3
71	4
72	4
73	4
74	4
75	3
76	3
77	4
78	3
79	4
80	4
81	4
82	4
83	3
84	3
85	3
86	4
87	3
88	3
89	3
90	4
91	4
92	3
93	4
94	4
95	3
96	4
97	3
98	3
99	4
100	4
101	3
102	4
103	4
104	4
105	4
106	4
107	4
108	3
109	4
110	4
111	3
112	4
113	3
114	4
115	4
116	4
117	4
118	3
119	3
120	4
121	3
122	4
123	4
124	4
125	3
126	4
127	3
128	4
129	4
130	3
131	4
132	4
133	4
134	4
135	4
136	3
137	3
138	4
139	4
140	4
141	4
142	4
143	3
144	3
145	4
146	4
147	4
148	3
149	3
150	3
151	3
152	3
153	3
154	3
155	4
156	3
157	3
158	3
159	4
160	4
161	4
162	4
163	4
164	3
165	3
166	4
167	4
168	3
169	4
170	4
171	4
172	4
173	3
174	3
175	3
176	4
177	4
178	3
179	3
180	3
181	3
182	4
183	3
184	4
185	3
186	3
187	4
188	4
189	3
190	3
191	3
192	4
193	3
194	3
195	4
196	3
197	3
198	3
199	4
200	3
/
;
Table TP(i,w)    Tempo de processamento de i em w
         1        2        3        
1        1003     703      377      
2        708      935      331      
3        821      1061     654      
4        744      955      1010     
5        927      933      671      
6        513      723      507      
7        896      318      313      
8        575      854      484      
9        707      1059     457      
10       406      788      1092     
11       517      497      694      
12       581      805      704      
13       350      1041     1089     
14       448      374      599      
15       1187     734      586      
16       682      1154     386      
17       800      813      1142     
18       1119     309      835      
19       569      440      437      
20       476      713      1151     
21       819      714      589      
22       671      664      1165     
23       989      997      581      
24       519      371      785      
25       631      1004     327      
26       955      952      1037     
27       667      961      1056     
28       414      812      1070     
29       767      1077     314      
30       1023     300      971      
31       1196     329      908      
32       520      377      587      
33       1062     680      834      
34       344      937      326      
35       685      1141     838      
36       992      746      928      
37       580      446      1043     
38       731      443      620      
39       434      1085     679      
40       739      353      1014     
41       742      300      357      
42       1173     996      465      
43       554      853      555      
44       740      556      971      
45       818      1173     333      
46       1190     1053     1028     
47       1155     1200     681      
48       300      965      1085     
49       357      739      964      
50       344      1069     894      
51       842      1088     849      
52       671      680      1115     
53       1047     981      1030     
54       320      493      1091     
55       414      555      950      
56       1093     1162     1071     
57       601      504      471      
58       873      966      616      
59       764      729      331      
60       1087     819      328      
61       913      972      398      
62       1003     1192     775      
63       1187     595      362      
64       458      700      950      
65       1028     676      964      
66       328      708      1168     
67       956      676      588      
68       421      750      845      
69       669      955      961      
70       993      337      1100     
71       992      411      953      
72       1008     314      879      
73       858      835      1009     
74       673      1170     727      
75       782      1104     534      
76       694      550      611      
77       823      363      806      
78       519      657      1123     
79       790      1000     366      
80       930      756      878      
81       559      661      1080     
82       371      535      641      
83       431      609      606      
84       550      596      837      
85       995      1093     1037     
86       1181     730      304      
87       1194     590      1014     
88       1060     673      388      
89       395      1163     726      
90       711      679      370      
91       1117     715      774      
92       1105     872      804      
93       842      469      833      
94       443      678      767      
95       613      918      458      
96       1186     921      828      
97       1178     917      1019     
98       632      1086     421      
99       483      766      541      
100      1109     537      374      
101      586      649      1188     
102      626      775      692      
103      900      1165     1119     
104      790      912      912      
105      945      735      875      
106      966      382      1182     
107      1183     978      922      
108      348      999      371      
109      321      531      632      
110      987      760      902      
111      992      1061     375      
112      993      528      460      
113      396      324      1046     
114      343      1166     479      
115      1037     1077     506      
116      545      741      813      
117      871      909      927      
118      1177     537      682      
119      631      680      1157     
120      760      1112     1178     
121      631      519      366      
122      1069     957      908      
123      993      1077     751      
124      1015     779      440      
125      789      1071     976      
126      514      927      354      
127      823      775      719      
128      846      890      321      
129      575      441      1150     
130      324      978      395      
131      1047     547      524      
132      703      579      695      
133      477      661      1124     
134      431      458      374      
135      412      495      643      
136      1055     564      726      
137      794      439      995      
138      968      364      690      
139      757      385      356      
140      666      440      556      
141      310      1030     729      
142      967      821      1071     
143      655      864      891      
144      962      706      566      
145      725      489      880      
146      846      990      534      
147      1012     1180     364      
148      433      570      699      
149      959      1198     679      
150      817      554      772      
151      462      483      533      
152      484      412      550      
153      1160     1034     440      
154      753      835      904      
155      577      385      548      
156      1030     846      1070     
157      548      853      1160     
158      1060     897      662      
159      679      444      920      
160      439      529      871      
161      1138     846      562      
162      754      955      1126     
163      1049     956      979      
164      699      640      928      
165      810      722      977      
166      482      954      711      
167      1177     688      953      
168      611      930      813      
169      1185     884      833      
170      828      1159     1157     
171      340      882      408      
172      763      896      972      
173      553      448      700      
174      1200     1096     955      
175      871      603      577      
176      1120     456      332      
177      1126     469      921      
178      984      872      333      
179      449      441      658      
180      854      1153     594      
181      502      525      541      
182      493      818      1079     
183      486      629      702      
184      685      528      470      
185      754      785      858      
186      1054     1009     412      
187      758      821      535      
188      1009     1142     786      
189      1002     706      812      
190      766      1191     468      
191      624      913      589      
192      376      580      452      
193      513      953      357      
194      879      1041     385      
195      606      955      569      
196      558      558      1143     
197      1200     532      501      
198      537      955      793      
199      520      1120     551      
200      476      790      909      
;



Table CP(j,w)    Capacidade produtiva de w em j
         1        2        3        
1        23040    23040    23040    
2        23040    23040    23040    
3        23040    23040    23040    
4        23040    23040    23040    
5        23040    23040    23040    
;



