sets
    j        periodos de programacao          /1*9/
    i        indice dos pedidos              /1*100/
    w        indice dos estagios produtivos  /1*7/
    ;

    Parameters

    beta
    /0.0/
    tau(i)   custo diario de atraso do pedido i
/
1	9
2	9
3	6
4	9
5	9
6	8
7	6
8	5
9	6
10	8
11	8
12	8
13	6
14	8
15	8
16	5
17	9
18	8
19	7
20	6
21	9
22	7
23	7
24	5
25	7
26	7
27	5
28	6
29	8
30	7
31	9
32	7
33	9
34	8
35	9
36	6
37	7
38	5
39	5
40	7
41	7
42	6
43	8
44	9
45	7
46	5
47	9
48	5
49	5
50	6
51	7
52	5
53	9
54	8
55	8
56	7
57	7
58	8
59	5
60	7
61	6
62	5
63	8
64	8
65	7
66	6
67	7
68	9
69	7
70	9
71	9
72	5
73	9
74	9
75	6
76	6
77	7
78	7
79	6
80	5
81	9
82	7
83	7
84	8
85	9
86	5
87	5
88	6
89	9
90	6
91	5
92	5
93	5
94	6
95	8
96	5
97	7
98	8
99	6
100	9
/

upsilon(w)       custo de operacao do setor produtivo w
/
1	2
2	5
3	4
4	4
5	8
6	8
7	6
/

d(i)     data de entrega de i
/
1	7
2	7
3	7
4	8
5	7
6	8
7	8
8	8
9	8
10	7
11	7
12	8
13	8
14	8
15	7
16	8
17	8
18	7
19	8
20	8
21	8
22	7
23	8
24	8
25	7
26	7
27	8
28	7
29	7
30	7
31	7
32	8
33	7
34	7
35	8
36	8
37	8
38	7
39	7
40	8
41	8
42	8
43	8
44	7
45	8
46	7
47	8
48	8
49	8
50	8
51	7
52	8
53	7
54	8
55	7
56	7
57	8
58	8
59	8
60	8
61	8
62	8
63	8
64	8
65	7
66	7
67	8
68	7
69	8
70	8
71	7
72	7
73	7
74	8
75	8
76	8
77	8
78	7
79	8
80	8
81	8
82	7
83	8
84	7
85	8
86	7
87	8
88	8
89	7
90	7
91	8
92	8
93	8
94	8
95	7
96	7
97	8
98	8
99	8
100	7
/
;
Table TP(i,w)    Tempo de processamento de i em w
         1        2        3        4        5        6        7        
1        1054     1160     694      586      1148     524      517      
2        985      1123     849      621      479      925      1013     
3        898      1096     1069     575      487      377      1064     
4        644      709      375      542      952      1198     860      
5        539      994      1193     1074     1068     1186     513      
6        1152     890      1191     661      422      914      1170     
7        434      414      803      1019     987      760      429      
8        510      416      718      747      314      559      518      
9        542      1171     831      1082     485      609      832      
10       979      946      1163     442      530      1198     877      
11       950      491      1130     388      645      1051     689      
12       453      777      507      776      1112     331      1053     
13       1072     1194     863      635      444      660      1008     
14       602      1027     808      498      983      1162     1044     
15       563      343      907      1086     1050     695      317      
16       337      911      752      747      494      609      438      
17       721      1097     465      1199     530      639      1149     
18       597      635      354      570      1068     1128     876      
19       677      303      535      1142     379      446      534      
20       790      362      758      877      780      807      1189     
21       1135     542      909      614      1049     1138     991      
22       832      1034     565      1153     862      596      1122     
23       638      694      547      437      384      897      1060     
24       882      865      1134     395      622      994      509      
25       488      807      1054     762      989      1093     335      
26       915      874      839      380      1063     600      1188     
27       383      645      1002     775      713      993      380      
28       753      759      935      746      1096     826      923      
29       988      670      536      436      484      321      892      
30       765      961      406      641      598      1171     915      
31       759      413      611      1162     789      1189     556      
32       1091     424      967      856      734      444      766      
33       436      1150     742      308      360      859      797      
34       1149     384      912      643      943      633      349      
35       1108     1116     701      836      919      851      1038     
36       691      949      779      709      911      702      1034     
37       564      971      924      371      304      1124     632      
38       470      850      827      1156     504      524      964      
39       1190     820      1005     876      1009     782      331      
40       548      422      343      302      790      671      590      
41       1022     352      341      617      711      1076     1009     
42       968      1176     409      983      481      586      914      
43       634      1046     520      702      596      936      651      
44       938      303      772      921      537      358      387      
45       674      411      1146     1000     787      579      777      
46       500      492      738      310      434      1094     750      
47       1021     686      1198     816      790      550      567      
48       734      582      491      557      797      603      1105     
49       463      474      862      613      1173     620      384      
50       469      1162     682      1122     1082     354      1104     
51       409      1186     413      964      837      408      742      
52       873      432      1021     572      921      666      627      
53       508      945      894      594      854      922      503      
54       941      920      1089     364      385      908      549      
55       991      945      393      693      497      457      726      
56       735      401      398      848      778      725      600      
57       918      414      996      918      1030     496      499      
58       393      589      795      1143     735      383      913      
59       588      969      929      378      1060     881      309      
60       577      988      1146     920      862      806      863      
61       733      826      580      1084     376      1151     721      
62       509      670      312      632      1191     754      966      
63       861      991      1198     967      867      821      549      
64       390      436      872      467      885      1121     1172     
65       610      699      669      640      360      1031     1098     
66       586      461      931      796      673      1005     1135     
67       1167     605      925      1190     883      632      659      
68       605      878      1168     883      976      493      411      
69       873      572      1008     843      785      875      1084     
70       880      716      724      528      411      946      1136     
71       543      632      788      999      502      684      843      
72       624      366      380      747      310      301      962      
73       989      674      308      308      599      1028     394      
74       774      345      586      316      478      894      369      
75       640      974      1076     782      1145     828      924      
76       1139     999      1001     829      861      1180     690      
77       513      420      901      420      1019     1011     559      
78       413      804      1094     1031     1127     394      974      
79       851      369      1119     733      795      470      484      
80       1136     810      1040     753      311      1130     1095     
