sets
    j        periodos de programacao          /1*7/
    i        indice dos pedidos              /1*100/
    w        indice dos estagios produtivos  /1*5/
    ;

    Parameters

    beta
    /0.0/
    tau(i)   custo diario de atraso do pedido i
/
1	6
2	8
3	7
4	5
5	8
6	6
7	6
8	7
9	5
10	5
11	6
12	6
13	6
14	8
15	5
16	6
17	7
18	6
19	7
20	5
21	8
22	7
23	8
24	5
25	6
26	6
27	5
28	7
29	8
30	9
31	8
32	9
33	8
34	8
35	9
36	6
37	7
38	8
39	6
40	8
41	6
42	7
43	8
44	5
45	9
46	5
47	7
48	5
49	6
50	8
51	7
52	7
53	7
54	5
55	9
56	6
57	8
58	9
59	7
60	5
61	5
62	6
63	8
64	5
65	6
66	8
67	6
68	6
69	8
70	7
71	8
72	7
73	5
74	8
75	8
76	5
77	6
78	7
79	8
80	8
81	8
82	6
83	9
84	8
85	8
86	9
87	6
88	5
89	7
90	9
91	5
92	6
93	7
94	8
95	5
96	8
97	6
98	8
99	8
100	7
/

upsilon(w)       custo de operacao do setor produtivo w
/
1	8
2	3
3	5
4	9
5	8
/

d(i)     data de entrega de i
/
1	5
2	5
3	6
4	6
5	5
6	6
7	6
8	6
9	5
10	6
11	6
12	6
13	5
14	5
15	6
16	6
17	6
18	5
19	6
20	6
21	6
22	6
23	5
24	5
25	6
26	6
27	5
28	5
29	5
30	6
31	6
32	6
33	6
34	6
35	6
36	5
37	6
38	5
39	6
40	6
41	5
42	5
43	6
44	6
45	5
46	6
47	6
48	5
49	6
50	6
51	5
52	6
53	6
54	6
55	6
56	5
57	6
58	5
59	5
60	6
61	5
62	5
63	6
64	6
65	6
66	5
67	6
68	5
69	5
70	5
71	6
72	5
73	5
74	5
75	5
76	5
77	5
78	5
79	6
80	6
81	6
82	6
83	6
84	5
85	5
86	5
87	5
88	5
89	6
90	6
91	5
92	5
93	5
94	6
95	5
96	6
97	6
98	6
99	5
100	6
/
;
Table TP(i,w)    Tempo de processamento de i em w
         1        2        3        4        5        
1        343      450      367      389      853      
2        1176     765      1039     332      977      
3        828      346      621      519      591      
4        317      384      1069     427      431      
5        1113     930      831      535      590      
6        312      812      669      338      470      
7        907      907      477      584      465      
8        556      1066     815      1019     619      
9        1129     540      1111     688      716      
10       502      989      673      938      1094     
11       711      711      925      576      1032     
12       1089     451      1119     908      745      
13       1178     355      899      687      1129     
14       530      622      596      653      903      
15       487      375      879      948      538      
16       1162     948      391      791      456      
17       440      399      1144     1088     373      
18       771      1142     1124     809      969      
19       409      415      1137     354      791      
20       428      863      951      842      489      
21       1145     711      1080     801      842      
22       465      535      574      1091     809      
23       955      1049     416      651      456      
24       1090     746      359      393      1157     
25       617      1191     462      998      538      
26       689      335      419      1178     529      
27       352      778      542      346      843      
28       1089     528      800      300      543      
29       1047     1120     1094     691      558      
30       311      597      850      492      993      
31       322      492      903      708      972      
32       803      1190     1156     622      746      
33       705      343      1052     512      1016     
34       501      690      1106     495      559      
35       601      997      492      1196     947      
36       744      928      412      954      1028     
37       305      331      328      410      985      
38       493      329      944      863      475      
39       736      613      529      768      686      
40       860      407      648      434      717      
41       977      932      926      920      481      
42       1070     401      1176     754      1033     
43       1085     605      927      921      576      
44       514      611      964      890      1157     
45       1014     660      686      975      441      
46       406      951      577      932      883      
47       309      775      936      581      548      
48       775      543      844      861      965      
49       719      1137     499      459      472      
50       945      590      583      664      333      
51       735      538      416      766      962      
52       412      935      421      430      482      
53       431      559      1047     814      749      
54       1027     817      710      1126     1083     
55       808      368      770      456      455      
56       1055     1024     838      576      433      
57       324      660      749      345      564      
58       653      537      989      566      1141     
59       1104     403      762      898      972      
60       1146     1114     330      1102     317      
61       437      740      729      864      398      
62       368      1182     682      361      541      
63       706      1100     1173     591      361      
64       327      340      917      1072     347      
65       724      1159     698      382      352      
66       936      678      595      931      1145     
67       1037     721      760      336      729      
68       928      1112     1181     843      492      
69       639      1061     771      644      814      
70       808      380      1040     766      997      
71       524      793      480      1195     808      
72       943      821      329      1042     1093     
73       1037     714      621      1029     569      
74       1103     526      804      352      756      
75       601      1109     953      810      969      
76       420      1124     879      1159     1016     
77       338      933      689      421      1185     
78       606      1142     977      336      557      
79       853      1117     1046     1101     626      
80       854      1187     515      487      546      
81       1158     674      435      910      1133     
82       618      1107     940      809      666      
83       404      521      684      373      653      
84       577      488      1087     564      578      
85       760      404      842      864      932      
86       786      1005     775      581      576      
87       714      415      547      390      876      
88       822      1024     411      1171     538      
89       503      874      637      803      556      
90       586      762      381      778      1195     
91       356      735      549      827      589      
92       615      560      465      1161     363      
93       550      880      961      795      485      
94       547      1012     872      961      520      
95       643      1013     1005     811      1022     
96       531      760      1036     415      1199     
97       1166     642      662      671      595      
98       551      1040     989      968      1132     
99       1111     302      551      496      420      
100      393      870      1001     548      401      
;



Table CP(j,w)    Capacidade produtiva de w em j
         1        2        3        4        5        
1        23040    23040    23040    23040    23040    
2        23040    23040    23040    23040    23040    
3        23040    23040    23040    23040    23040    
4        23040    23040    23040    23040    23040    
5        23040    23040    23040    23040    23040    
6        23040    23040    23040    23040    23040    
7        23040    23040    23040    23040    23040    
;



